created_at,text
2018-08-29 15:05:09,Great fellowship opportunity from @StanfordPACS   https://t.co/Hkow3tvWU7
2018-08-29 12:20:07,RT @FCCleveland: Give our latest #blog post a read! It is all about our Funding Information Network and how it serves #socialsector professionals - https://t.co/dTflxZZn5a
2018-08-29 07:25:04,[WEBINAR RECORDING] DYK international grantmaking by U.S. foundations increased 29% from 2011-2015? Tune into this discussion of other trends in international grantmaking and learn what they might mean for our sector. https://t.co/JRo16cN8dH @COF_ #philanthropy https://t.co/CTf1yDw0Vq
2018-08-28 19:15:07,"To protect donor trust, you can build elements into your appeals process that ensure accuracy &amp; transparency i.e. fact-checking. For other #tips from @newyorkbbb's Luana Lewis &amp; @wisegiving's Bennett Weiner, visit the @GrantSpace blog: https://t.co/1MOmKDNqSq https://t.co/PNTw1P8XDu"
2018-08-28 18:05:05,Congress Introduces Bill to Revolutionize #Philanthropy https://t.co/uowGiBz3Jh @TheGreaterGive #publicaffairs
2018-08-28 17:25:05,Did you know that we added almost 4 million foundation grants to our #philanthropy databases last year? Learn more about us in this spotlight from @CarnegieCorp! https://t.co/pNIl2qhlux https://t.co/MAyiNxryA2
2018-08-28 15:10:07,Learn more in our latest analysis of international grantmaking with @COF_: https://t.co/emgQvhi6us #philanthropy #education https://t.co/C1Uw8AMCNg
2018-08-27 20:05:05,"It's critical to understand, measure, &amp; communicate your #nonprofit's impact to better understand your work and to secure support from funders. For more wise words from Innovations Quantified's (IQ) Laurel Molloy, visit @GrantSpace: https://t.co/yWAUr9DGYs https://t.co/GpaMYdFQeC"
2018-08-27 17:15:14,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-08-27 12:50:08,Inspiration for your week! #MondayMotivation https://t.co/VHhvuKnVzU
2018-08-26 14:30:20,Job hunting? Check out the listings on PND's job board! https://t.co/h9c4b0uWIB #nonprofit #foundation #jobs
2018-08-25 14:30:10,"A Year After #HurricaneHarvey, Many Struggling to Recover https://t.co/aOWOwIM4AN  @KaiserFamFound @Health4Texas #disasterrelief #TX"
2018-08-24 17:05:09,Our network provides learning opps &amp; database tools for free - know an organization near you who should be part of it? https://t.co/72fXgpJPtc #FCFIN https://t.co/UtIb9oxLL1
2018-08-24 15:10:11,Are you ready for a #FakeNews-finding pop quiz? @pewreseach examines how well Americans decipher fact vs. opinion and @Glasspockets covers it in their #democracy funding blog series: https://t.co/w13eIURfqj https://t.co/4HpxS1zmER
2018-08-24 14:25:03,"We're thrilled that our amazing board chair, Clotilde Perez-Bode Dedecker, will be honored as the 2018 Buffalo Niagara Executive of the Year by @UBSchoolofMGT! https://t.co/PKhOODTNgs @CFGB"
2018-08-23 19:01:25,RT @p2173: The Difficult Birth of a New American Indian Fund https://t.co/PMaTsnGxGA
2018-08-23 17:05:09,Throwback to the launch of our @GrantCraft series on #advocacy funder collaboratives over a year ago! What makes a successful collaborative? Learn more here: https://t.co/YmvAHrrlHx #philanthropy https://t.co/z4nUbJBqRB
2018-08-23 15:25:10,Do you know how to communicate #fundraising expectations to your board? Learn how to support board members to leverage their network and create mechanisms for accountability with @SupportCenterNY https://t.co/MNWekDbubI https://t.co/z1dlat0VQX
2018-08-23 14:45:05,Just 12% of human rights funding between 2011-2015 went toward migrants and refugees. Learn more about important funding trends and the context behind the data in this blog from @hrfunders: https://t.co/9F0SwGWGx1 #AdvancingHumanRights #philanthropy https://t.co/fvgMbnAiMx
2018-08-23 12:20:08,How is Foundation Center strengthening #philanthropy around the globe? Learn more: https://t.co/fVWy4s1uEf https://t.co/8aItJf7q0O
2018-08-22 20:15:08,Psst: we're hiring! Check out all of our opportunities here: https://t.co/a5zHqKDRQz #nonprofit #jobs https://t.co/w5O7niZfqw
2018-08-22 17:20:08,Do you know if your foundation is using its power effectively to support #socialjustice and equity? Find out using @NCRP's new #PowerMoves guide for foundations https://t.co/UgGgiZC1Yu  #philanthropy #PowerMovesEquity https://t.co/IFxYI4lYrQ
2018-08-22 16:45:06,"Check out @Glasspockets' Democracy Funding blog series that explores the intersection of #philanthropy, the #MidtermElections, and #democracy in general: https://t.co/lVEVfMuR12 https://t.co/marr5ni8um"
2018-08-22 15:05:09,"Join us Aug 28 along w/ @jessamynlau &amp; @JaneleuLeu to talk about their new book, @UnicrnsUnite! Hear about their inspiring vision to change the status quo in #philanthropy, and how the social sector can enact real change! @NonprofitAF https://t.co/Hw2kmwtLzM https://t.co/Z7cIxzKkfk"
2018-08-22 12:40:05,What's new at Foundation Center? Find out what we've been up to in our brief monthly roundup: https://t.co/6ZfopcEVOV #philanthropy #nonprofits
2018-08-22 07:10:07,[NEW REPORT] Explore more data on international grantmaking by region and country: https://t.co/emgQvhi6us #philanthropy @COF_ https://t.co/KXefYg4nKQ
2018-08-21 19:10:08,[BLOG] Understanding how to make your board members more successful fundraisers. https://t.co/31Nva3F5xf https://t.co/9T6eER131n
2018-08-21 17:00:52,Start exploring leadership strategies that will advance racial equity and inclusion at your org! Get the skills you need to succeed in #philanthropy by taking this FREE @GrantSpace elearning course: https://t.co/KQ3hMmpKfi #TuesdayTips https://t.co/Vdgkyq8CtB
2018-08-21 15:10:08,Our new report with @COF_ shows just 12% of international grantmaking by U.S. foundations goes directly to local organizations | Explore five-year funding trends: https://t.co/emgQvhi6us  #ShiftThePower #philanthropy https://t.co/ZtpAn6L1gG
2018-08-21 13:30:25,"WEBINAR: Get inside the donor’s mind with our upcoming @GrantSpace  webinar this Thursday! Learn the science of giving to implement more creative approaches to cultivate #donors. Join live, or register to get the recording: https://t.co/cuIr0bXmLd #FCLearn https://t.co/HzjjSfFw0R"
2018-08-20 20:00:39,Knight Foundation Awards $1 Million to San Jose Nonprofits https://t.co/Pwg1I6cdbv  @knightfdn #CA
2018-08-20 17:15:12,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-08-20 15:01:35,Did you know that #virtualreality #emojis and #bitcoin are all examples of global #fundraising tactics? Find out more + earn 1.5 #CFRE point. https://t.co/LLdzaRqcXT https://t.co/8cDOBNH6Nt
2018-08-20 13:30:25,Join our 8/23 @GrantSpace webinar to better understand the science of giving! Find out more + earn 1.5 #CFRE points: https://t.co/dLfbQB6M3B #FCLearn https://t.co/Vbb04cFqgR
2018-08-20 12:05:13,Inspiration for your week! #MondayMotivation https://t.co/WZjJ78Vu9p
2018-08-19 21:10:05,We've been tracking trends in human rights funding with @hrfunders since 2010 | Here's what we've learned: https://t.co/ZiyUWX6Gak #advancinghumanrights #WorldHumanitarianDay https://t.co/lF5eHtBlS7
2018-08-19 19:10:07,"Coming up this week!  Learn the #scienceofgiving to implement more creative approaches to cultivate donors. Join live, or register to get the recording: https://t.co/ny4deo1Cj9 #FCLearn https://t.co/0a4COcE9ml"
2018-08-19 14:30:15,Job hunting? Check out the listings on PND's job board! https://t.co/ksOwPlRSRA #nonprofit #foundation #jobs
2018-08-19 12:40:07,#WorldHumanitarianDay pays tribute to aid workers and the millions of civilians affected by armed conflict every day. Explore the role funders play in supporting global peace and security at https://t.co/kajaBtC7sV  @fdncenter @PSFundersGroup  #PSFIndex https://t.co/VWgkP3Ssxc
2018-08-18 19:50:03,"RT @SSIReview: Millennials' trust in civil society is alarmingly low, writes @eyords  of @newprofit.  Three insights on how to reboot American civil society in light of pervasive distrust: https://t.co/nwRbAnWexL https://t.co/BJNfULHR1L"
2018-08-18 14:45:09,Angela Glover Blackwell to Receive John W. Gardner Leadership Award https://t.co/c2Cd4YLNdV  @policylink @IndSector #racialequity https://t.co/guPmEunpPF
2018-08-18 13:00:55,What can your #nonprofit do differently for their next donor initiative that will get a higher response rate? GoodWorks Group will explore donor motivation in our 8/23 @GrantSpace webinar. Learn more: https://t.co/9Vo3Twcwsc #FCLearn https://t.co/nw0St1g7Zh
2018-08-17 19:30:17,Did you know you can rent meeting space at our downtown New York offices? We'd love to host you! https://t.co/sc7Js2zuxJ https://t.co/uqY5ZZHiiC
2018-08-17 17:35:07,.@pndblog publishes RFPs and notices of awards as a free service for grant-making organizations and #nonprofits. Explore them here: https://t.co/oJj0gXG4YU #NationalNonprofitDay
2018-08-17 15:05:08,[WEBINAR RECORDING] DYK international grantmaking by U.S. foundations increased 29% from 2011-2015? Tune into this discussion of other trends in international grantmaking and learn what they might mean for our sector. https://t.co/JRo16cN8dH @COF_ #philanthropy https://t.co/gyDySj2Ic3
2018-08-17 13:01:10,Why are people still slogging through 990s? Read highlights from our @fdncenter 2017 annual report! https://t.co/PAVgPWkOr3 https://t.co/Krc4ZKb6Dz
2018-08-16 19:40:10,Some #ThursdayThoughts from digital #fundraising expert @darylupsall. Read more on the @GrantSpace blog: https://t.co/W27WDq9sXF https://t.co/6loDk5nOrC
2018-08-16 17:01:09,Did you know we've got videos on lots of #nonprofit topics? Access them on our @GrantSpace website &amp; learn in your spare time: https://t.co/W0FojWLgnq https://t.co/IHv01AqLY3
2018-08-16 15:01:12,WEBINAR: Learn practical steps to avoid common pitfalls and set your organization up to successfully measure its #impact. Early Bird price thru 9/13. https://t.co/JeG154qdKe https://t.co/JswFqFEgLS
2018-08-16 12:05:07,"Have questions about how to use Foundation Directory Online to identify funding sources, build prospect networks, and win funding to support your mission? This YouTube channel has all the answers: https://t.co/T8vk1AlgDh https://t.co/hli9bhIRue"
2018-08-16 07:10:05,Disaster funding represented just 1% of international grants awarded by U.S. foundations over a five-year period. Find out which issue areas received the most funding: https://t.co/emgQvhi6us #philanthropy @COF_ https://t.co/MnSAkvDA16
2018-08-15 20:20:06,Psst: we're hiring! Check out all of our opportunities here: https://t.co/lbSyFAviRI https://t.co/R5jP6in2RY
2018-08-15 17:05:08,[Report] Gender Differences In #GivingTuesday Participation https://t.co/s50Gbrp6vb via @IUPUI
2018-08-15 16:05:08,.@CaseyGrants is #OpenForGood and sharing all of its public evaluations through @issuelab! https://t.co/u2cJqKfe9Q https://t.co/shUdVV9nwS
2018-08-15 15:05:06,How should donors be engaging with the new normal of a shrinking civic space? Read more from @NaylorNikki of @FordFoundation here: https://t.co/N7ktIEgSp1 #philanthropy #civilsociety
2018-08-15 12:40:04,"RT @FCCleveland: Are you passionate about helping your community? Do you think that you have a great idea for a nonprofit, but aren't sure where to start? Attend this #free class on 8/23 to have your questions answered by Foundation Center staff!  https://t.co/YYeAs3kQ4V"
2018-08-14 20:40:04,How should foundations navigate the world of 2018 and beyond? Read this post from our @fdncenter president Brad Smith: https://t.co/Gbg4NQixCL #philanthropy https://t.co/SLYewYGn4q
2018-08-14 19:35:05,"Access to safe #water is one of the most critical issues of our time. Worldwide, 663 million people do not have reliable access to clean water. #Philanthropy can play a role in changing these dire statistics, learn more at https://t.co/asjVQmINfF #WaterQualityMonth @WASHfunders https://t.co/9FJfSZiZNs"
2018-08-14 17:40:07,"Financial sustainability is a critical, but under-resourced issue for civil society organizations. Learn more: https://t.co/I9lq0RMFB1 @fdncenter @LINClocal @peacedirect @USAID https://t.co/KzVJT1JcyQ"
2018-08-14 16:05:08,Can’t wait for the @GrantCraft guide on participatory grantmaking to launch? Stay updated and preview a few videos from funders answering commonly asked questions about the practice here: https://t.co/FzForByGZt #ShiftThePower
2018-08-14 14:55:05,Our new report with @COF_ finds international grantmaking by U.S. foundations increased 29% from 2011-2015 | Download the report and explore the latest #data on trends here: https://t.co/emgQvhi6us #philanthropy https://t.co/vK7sGvugXj
2018-08-14 12:50:06,Why should the social sector take time to share knowledge? Find out in our new annual report! https://t.co/uvgs6j25bx #openforgood https://t.co/kiXmEWo2tJ
2018-08-14 03:30:33,COMING SOON! New research on trends in international grantmaking by U.S. #foundations. Stay tuned for some fascinating data insights! #philanthropy https://t.co/R87BFp6Vzz
2018-08-13 19:05:09,Learn Foundation Law is a free platform created by @PackardOE  @gatesfoundation  @Hewlett_Found @MooreFound with trainings and digital tools related to the basic legal rules for private foundations and public charities. Check it out! https://t.co/vl5AZSsiUQ #philanthropy
2018-08-13 17:15:11,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-08-13 15:40:08,WEBINAR: Learn the #fundraising skills that have worked in more than 40 markets across the globe. Join us for this world tour of global fundraising! Early bird price thru 8/19. https://t.co/xFA4erCSLn https://t.co/Naads8fMPU
2018-08-13 12:45:09,Inspiration for your week! #MondayMotivation https://t.co/aGnfhY3HJP
2018-08-12 21:45:05,What's https://t.co/y1ydyjbuUk? Check out this video to find out! https://t.co/VE4jD7QpN6 #howyouthgive #YouthDay https://t.co/Kykir45fXQ
2018-08-12 19:30:11,"The population of African savanna elephants is falling significantly, primarily due to poaching. Read about how tech companies are expanding anti-poaching efforts in Africa: https://t.co/N9HiyZGm73 @pndblog #ElephantDay #philanthropy https://t.co/T3S3mv8t7F"
2018-08-12 14:30:13,Job hunting? Check out the listings on PND's job board! https://t.co/KjUrTTWPJq #nonprofit #foundation #jobs
2018-08-12 12:35:04,6M+ #disconnectedyouth aren't in school or working. How can we reconnect them to jobs &amp; community? Explore this @IssueLab Special Collection https://t.co/9kzFW9Zwlc #workforce #YouthDay https://t.co/ilhQUIS5wU
2018-08-11 19:30:08,Strengthening the Field of Philanthropic Evaluation: A Call to Action https://t.co/tveIanb4Cu @GEOfunders @claremnolan @EqMeasure #philanthropy
2018-08-11 14:25:03,"ICYMI: Ms. Foundation Announces New Strategy Focused on Women, Girls of Color https://t.co/4t0tc8AQMp  @msfoundation #philanthropy"
2018-08-10 20:05:06,#Data sharing is a strength that your organization can harness to gain influence in the long term. @dpinedaPhD outlines how openness helps us advance: https://t.co/9KXmERDzBb @Glasspockets #GlassPockets https://t.co/Vo7QptLH8d
2018-08-10 17:30:17,Did you know you can rent meeting space at our downtown New York offices? We'd love to host you! https://t.co/sc7Js2hTGb https://t.co/hdrY2P5ot4
2018-08-10 15:05:10,Join us and @COF_ for a free webinar to discuss findings from our 5-year trends analysis of international grantmaking and what these trends mean for grantees and our sector: https://t.co/tARXpQVTZl #philanthropy https://t.co/ugmIdhkGOt
2018-08-10 12:20:05,Thoughts from @FundThePeople's @ycdurant on the importance of investing in #nonprofit talent to help fulfill your org's mission and maximize impact. Find more helpful tips on the @GrantSpace blog: https://t.co/lyI7MxYvzY https://t.co/JGbsvgmcgT
2018-08-09 20:35:05,"This interview with @Ms_EagleHeart highlights #philanthropy's responsibility to bring equity to indigenous cultures, and the longstanding barriers the sector needs to overcome in order to do so. https://t.co/8lsN9dvCuV @pndblog #IndigenousDay https://t.co/qL3Dmw0kX9"
2018-08-09 17:10:09,This @GrantCraft guide looks at how funders collaborate with and bring support to #indigenous communities around the world. Read it here: https://t.co/R6M9N5mSLl #IndigenousDay @IFIP
2018-08-09 12:25:04,"Many #funders support #indigenous peoples through funding for the environment, human rights, and international affairs. Explore how indigenous communities are being impacted by the  #SDGs: https://t.co/jTUS0HKqzh #IndigenousDay https://t.co/jQa9b8pSBo"
2018-08-08 20:00:50,We're looking for a passionate researcher to join our Knowledge Services team at Foundation Center! Learn more here: https://t.co/L54sf9zkDR #jobs #philanthropy #nonprofit
2018-08-08 19:24:09,Have you used our @GrantCraft platform? Take this super short survey to tell us what you think! https://t.co/4ufRyMeATb
2018-08-08 17:05:07,ICMYI: The Price Of Privacy: What’s Wrong With The New Shadow Giving System https://t.co/p8xk7bs9VB @HistPhil @DavidCallahanIP #philanthropy #transparency
2018-08-08 15:40:06,RT @FCWashington: Increase your budgeting confidence with this FREE course! https://t.co/Nm7GYZYitB https://t.co/ghbJYbaIHD
2018-08-08 12:30:19,Funders around the world are supporting the animals they love! Did you know funders have granted over $2.2B towards the care and protection of animals? Learn more at https://t.co/n7JcpZN2lG #CatDay #philanthropy https://t.co/siPfPOA5gv
2018-08-08 07:30:10,[BLOG] Anna Koob and Rachel Thomas reflect critically on the last five years of mapping human rights funding. What can we do better moving forward?https://t.co/4OXVnutoxA @hrfunders #AdvancingHumanRights #Philanthropy https://t.co/pEGtWCkiz8
2018-08-07 19:25:04,"[NEW BLOG SERIES] Check out the first post in @Glasspockets' new Democracy Funding Series that explores the intersection of #philanthropy, the #MidtermElections, and #democracy in general: https://t.co/w13eIURfqj https://t.co/zYQpEGvWHk"
2018-08-07 17:01:06,FC Factoid of the Week! Grantmaking totals reported by the largest 100 #CommunityFoundations have increased for the sixth consecutive year. More from @CFInsights here: https://t.co/PBs1vZvHvt #philanthropy https://t.co/0xASx52vB0
2018-08-07 15:30:21,Can’t wait for the @grantcraft guide on participatory grantmaking to launch? Stay updated and preview a few videos from funders answering commonly-asked questions about the practice here: https://t.co/FzForBh5AT #ShiftThePower
2018-08-07 12:00:38,How can we bring #data and knowledge to your community? Find out and read other highlights in our 2017 annual report! https://t.co/nidDEsS8cJ #FCFIN https://t.co/WfzynYhTML
2018-08-06 19:55:05,[FREE RESOURCE] There are less than 100 days until the #2018Midterms. How well versed are you around the current state of American #democracy? Learn with our new collection: https://t.co/K0ZOWramxF @issuelab https://t.co/XNkwFTV8H7
2018-08-06 17:15:10,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-08-06 15:20:07,Calling all #nonprofits! Let us know in a short video how Foundation Center helped further your mission &amp; you will be entered to win a $50 Visa card &amp; recognition on our social media channels + @GrantSpace blog! https://t.co/5IWBnZcZK7 https://t.co/7uYsMvCCXR
2018-08-06 12:20:07,Inspiration for your week! #MondayMotivation https://t.co/5JXLGrsRxG
2018-08-05 19:50:05,Find out how #funders and #nonprofits can work together to support and develop nonprofit professionals and leaders. Join @FundThePeople during our free webinar on 8/14 to learn how to invest in the talent of nonprofit organizations. https://t.co/lWNjvIuiU9 https://t.co/HkbzmHrkv3
2018-08-05 14:30:12,Job hunting? Check out the listings on PND's job board! https://t.co/6sFN6EBryz #nonprofit #foundation #jobs
2018-08-04 19:10:04,How to make the most of your Google Grant as a small #nonprofit https://t.co/BNRcxfwZNB via @NTENorg #nptech
2018-08-04 14:20:04,$3.5 Million Raised for Impact Bond to Reduce #Poverty in #Africa https://t.co/qV7a2CiIjz @pndblog
2018-08-03 19:15:05,What does it mean for funders to build power? More from @DuffyInDC &amp; @NCRP here: https://t.co/F91dXRZnlg #philanthropy #PowerMovesEquity
2018-08-03 18:25:04,8 trends that you can use now to better engage with supporters and raise more money https://t.co/QRxgJel1vC via @TechSoup #nptech #fundraising
2018-08-03 15:58:45,We’re so grateful for our inclusion in the @BorealisPhil REP fund grantee cohort! We'll use this funding to continue to create capacity building content and to build our collection of data and research on funding for racial equity efforts: https://t.co/qr3NM3V3ga https://t.co/Tfg1Uio7Fl
2018-08-03 15:15:11,How does a culture of giving back strengthen our work and mission? https://t.co/U0z7xPnDo1 https://t.co/dgVkgGDPkX
2018-08-02 19:05:08,RT @Philanthropy: Opinion: How the IRS’s Stance on Donor Disclosure Corrupts the Nonprofit World https://t.co/XnrOr6GZUC
2018-08-02 17:40:05,Throwback to this @GrantCraft blog post: Top 10 Tips for Philanthropists Seeking to Engage in the Policy Space https://t.co/jFM0L5xCYa #philanthropy #TBT
2018-08-02 15:15:11,Do you know how to catch a potential partner’s attention through captivating reporting? Learn how data drives decisions with @Catalist https://t.co/z62FqnP3eB https://t.co/RSiaafwF72
2018-08-02 12:55:06,"Have questions about how to use Foundation Directory Online to identify funding sources, build prospect networks, and win funding to support your mission? This YouTube channel has all the answers: https://t.co/T8vk1AlgDh https://t.co/fq1i8qCIzD"
2018-08-01 19:20:06,Psst: we're hiring! Check out all of our opportunities here: https://t.co/lbSyFAviRI https://t.co/ngFRLyTkeF
2018-08-01 17:05:07,RT @exponentphil: Small-Staffed Funders Can and Do Influence Policy and Engage Voters: New Toolkits https://t.co/JibcjnZQQA @NpVOTE @COF_ @IndSector #foundations https://t.co/NU9K3ddS8E
2018-08-01 16:25:04,"We're thrilled that our president, Brad Smith, was named in @NonProfitTimes's Power &amp; Influence Top 50! Check out the whole list of innovative leaders honored here: https://t.co/nZDgo5zdOd"
2018-08-01 14:45:08,RT @FCWashington: Want to get the most out of a corporate sponsorship? Learn how to navigate within the corporate environment to reach decision-makers to get the money you need for your nonprofit! Get all the info here: https://t.co/6kzTf9ejvr https://t.co/LPhnaumgEi
2018-08-01 12:40:06,"Collecting feedback, listening, publishing their @CEPData, and joining @Glasspockets are all steps in @CandAFund's #transparency journey. What can you learn from their work to be open? https://t.co/Xo5CqA4sjy #philanthropy https://t.co/0ej669Yj8r"
2018-08-01 07:40:05,Join us and @COF_ for a free webinar to discuss findings from our 5-year trends analysis of international grantmaking and what these trends mean for grantees and our sector: https://t.co/WkwejiCwTS #philanthropy https://t.co/qBnSjyf8hi
2018-07-31 19:45:08,Make the most of your next conference! Here are 7 tips for building authentic connections at conferences: https://t.co/VHWz4dQZBP https://t.co/0Kh56mrA9K
2018-07-31 17:15:11,Why are people still slogging through 990s? Read highlights from our 2017 annual report! https://t.co/PAVgPWkOr3 https://t.co/kvnzHSuOxv
2018-07-31 16:05:13,Join us and @COF_ for a free webinar to discuss findings from our 5-year trends analysis of international grantmaking and what these trends mean for grantees and our sector: https://t.co/cDx1sfHbZa #philanthropy https://t.co/GM8AVwOcNp
2018-07-31 12:15:10,Calling all #nonprofits! Let us know in a short video how Foundation Center helped further your mission &amp; you will be entered to win a $50 Visa card &amp; recognition on our @fdncenter social media channels + @GrantSpace blog! https://t.co/5IWBnZcZK7 https://t.co/j3uTKA7e1M
2018-07-30 20:30:15,"Summer is a time to break from routine, rejuvenate, and reevaluate - and at @fdncenter we're doing our part to refresh our thinking to better serve the social sector! Read more about what we've been up to here: https://t.co/KyguXdsqGR #philanthropy #nonprofits https://t.co/JchEvWYJvu"
2018-07-30 17:15:18,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-07-30 15:35:06,"What's new with Foundation Center's affiliate program of over 400 partners who provide access to our resources in YOUR zip code, free of charge? Learn more in our online #FINfo session - register today! https://t.co/rLdJkFcRD7 https://t.co/UF7cm8Ioho"
2018-07-30 13:01:41,Inspiration for your week! #MondayMotivation https://t.co/TIMB0aUpzv
2018-07-29 19:30:15,"There are an estimated 3,890 tigers left in the wild today –  infrastructure developments pose one of the greatest future threats to tigers and risk unraveling past conservation efforts. Read what @World_Wildlife is doing to protect tigers: https://t.co/Bv6TXQgVwi #GlobalTigerDay https://t.co/kzaKOD7ao2"
2018-07-29 14:30:15,Job hunting? Check out the listings on PND's job board! https://t.co/KAWrBOFZLi #nonprofit #foundation #jobs
2018-07-28 19:00:43,"""Without recurring spaces for peer learning, there’s a lot of personal and organisational growth that is missed."" Our own @jenbo1  shares key takeaways from the #ForumCon18 conference on the @Alliancemag  blog: https://t.co/CVE9TCFTnX"
2018-07-28 14:30:14,Digital News Innovation Fund Awards $24.5 Million in Grants https://t.co/hU9oAANLbd  @Google #journalism #media https://t.co/tT33sJHoYN
2018-07-27 19:30:16,Calling all #nonprofits! Let us know in a short video how Foundation Center helped further your mission &amp; you will be entered to win a $50 Visa card &amp; recognition on our @fdncenter social media channels + @GrantSpace blog! https://t.co/5IWBnZcZK7 https://t.co/zVpUT2tDOc
2018-07-27 15:15:11,"?FOUNDATION CENTER DATA FACT ? In #China, SDG13 has received the most foundation funding since 2016, indicating a focus on combating climate change and its impacts. Learn more: https://t.co/llA7zlXust #SDGs https://t.co/VTWJ4bM3rv"
2018-07-27 14:15:08,Check out our NEW 2017 annual report! https://t.co/PPPRun86X8 https://t.co/wnQ1ZNY82C
2018-07-27 12:05:05,Our NYC-based Knowledge Services crew took a fun team-building trip to Governors Island this week complete with a stunning view of the downtown skyline! #fcstaff https://t.co/mTXIzOnA8i
2018-07-26 20:25:04,Does your foundation have @Glasspockets? Submit your profile today to make it official. 95 foundations have already joined. You could help us reach 100: https://t.co/RQExtC7etO https://t.co/nIkJpqWOwj
2018-07-26 19:35:05,".@Alliancemag and global #philanthropy infrastructure network @wings_info teamed up to host a webinar, focusing on how to #LiftUpPhilanthropy https://t.co/V87i4Ext3V"
2018-07-26 17:15:15,"New study from @CEPData finds that 61% of nonprofit CEOs believe it's very or extremely important for their board to reflect those they seek to serve, but only 26% say their boards are reflecting those populations very or extremely well. https://t.co/jUprOmSEvw #nonprofits #DEI"
2018-07-26 15:35:08,What do behavioral economics and psychology teach us about #donor motivation? Learn the #scienceofgiving from GoodWorks Group https://t.co/gJs0SNslWu https://t.co/zZMZbFH3vR
2018-07-26 12:50:08,Join us and @COF_ for a free webinar to discuss findings from our 5-year trends analysis of international grantmaking and what these trends mean for grantees and our sector: https://t.co/UXHxYbtzQW #philanthropy https://t.co/8NT8wi3Ilj
2018-07-25 19:10:09,We're looking for a strategic and passionate community-builder to lead the engagement and expansion of Foundation Center’s Funding Information Network. Learn more here! https://t.co/Bg7TMGAeNH #jobs #nonprofit #FCFIN
2018-07-25 17:10:09,Redesigning Online #Education for the Global South https://t.co/KUvGHxN9Q6 @PhilanthropyUni #MOOCs
2018-07-25 16:15:16,Social sector #research helps fight corruption by openly publishing evidence and data on #election and #campaign administration. Explore these reports in @issuelab’s new special collection: https://t.co/K0ZOWramxF https://t.co/G2ThsnvuNa
2018-07-25 15:58:29,"""Without recurring spaces for peer learning, there’s a lot of personal and organisational growth that is missed."" Our own @jenbo1 shares key takeaways from the recent @unitedphilforum #ForumCon18 conference on the @Alliancemag blog: https://t.co/15tfJ9p0Py"
2018-07-25 12:01:17,RT @FCWashington: Grants are necessary for a thriving #nonprofit. Do you know how/where to obtain them? Find out in our FREE Introduction to Finding Grants workshop. https://t.co/aIc8wWuhAx https://t.co/Gjwp7YWavj
2018-07-25 07:05:05,Small pools of unrestricted #funding can be critical for organizational resilience. Learn more about how we can change this statistic: https://t.co/I9lq0RMFB1  @fdncenter @LINClocal @peacedirect @USAID https://t.co/qofQ75jkRC
2018-07-24 20:15:08,"#SharkWeek is back again! As you learn more about sharks, dive in to https://t.co/DPdga4GuRT to see how funders are working to protect these beautiful creatures. #FundtheOcean https://t.co/wjOs8ZgLHY https://t.co/TWxefZtwEt"
2018-07-24 18:45:08,Make the most of your next conference! Here are 7 tips for building authentic connections at conferences: https://t.co/XPkpGKxLhD https://t.co/ceJkRPRTDD
2018-07-24 17:30:25,Over $250K in Funding Secured to Build Technology to Help Grantmakers Invest More Effectively in Native Communities https://t.co/FtnEugoyGk @NativeGiving @BushFoundation @HLuceFdn @NWAFound #philanthropy
2018-07-24 17:07:26,"Check out #Eval18, which brings together evaluators, evaluation scholars, students, and evaluation users from around the world to assemble, share, and learn about the practice of evaluation. https://t.co/Uw4GjvlObW"
2018-07-24 15:10:09,"If you require grantees disclose #diversity #data, do you lead by example &amp; share your own diversity data? Check out @glasspocket's interview with @lateefahsimon of @akonadi_oakland on how openness improves inclusion: https://t.co/cgE2nzBtXi https://t.co/O8FszllPKI"
2018-07-24 14:14:29,DATA QUIZ: How much have foundations invested in the #SDGs since 2016? (P.S. Learn more here after you take the poll: https://t.co/WQ8IfN5IhT)
2018-07-24 12:50:07,Join us and @COF_ for a free webinar to discuss findings from our 5-year trends analysis of international grantmaking and what these trends mean for grantees and our sector: https://t.co/X2V3AWlEYA #philanthropy https://t.co/XxIPhqy4pL
2018-07-23 20:30:11,Landmark philanthropic summit calls for more support to end violence against women and girls https://t.co/LJ9YsPAiJz @NoVoFoundation @AriadneNetwork @oakfnd @UnboundPhilanth #philanthropy https://t.co/OvogjeQZIv
2018-07-23 19:35:06,"#SharkWeek is back again! As you learn more about sharks, dive in to https://t.co/DPdga4GuRT to see how funders are working to protect these beautiful creatures: https://t.co/wjOs8ZgLHY #FundtheOcean https://t.co/92cKus0Auc"
2018-07-23 17:15:13,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
