created_at,text
2018-10-12 19:01:24,10/16 Event at @FCWashington: Join us for cultivation strategies to strengthen your relationship with donors! Joining us will be @cataloguedc's Matt Gayer! Register today: https://t.co/7M82DsoTUU #FCLearn #Nonprofits https://t.co/OD41DXLcDc
2018-10-12 17:30:25,Did you know you can rent meeting space at our downtown New York offices? We'd love to host you! https://t.co/sc7Js2hTGb https://t.co/WKkTp3ErLz
2018-10-12 15:05:08,"Why do funders engage in participatory grantmaking? For @FRIDAFund, it’s an opportunity to trust communities that they are experts of their own realities. https://t.co/ns98pNPw29 #ShiftThePower https://t.co/4LiyVn4MKG"
2018-10-12 12:05:07,"Meet Asia Hadley, the Atlanta Lead at @FCAtlanta! Asia manages daily operations for #FCSouth, focusing on community engagement, strategic alignment, training, &amp; programming. Fun fact: Asia is the host of the Grow Unstoppable podcast scheduled to launch 10/20. #StaffSpotlight https://t.co/kN951a2OZL"
2018-10-11 23:50:15,Glad we’re talking about money in democracy. We have data of how foundations are funding in this arena; join us in this fascinating internet rabbit hole. https://t.co/oOxlY6vIG2  #Comnet18
2018-10-11 21:00:56,"#GivingTuesday Prep: Does your #nonprofit pass these website tests, relating to your mission's clarity, call to action, and site speed? https://t.co/V8yZJ1dQzR via @donorperfect https://t.co/IU4BtFcE2c"
2018-10-11 19:30:11,Win a 1-yr FDO subscription and more! Enter our #GivingTuesday #Sweepstake by 11/4. Note: FDO subscribers aren't eligible to enter. Learn more: https://t.co/kztef59Get https://t.co/Q93vV32LGi
2018-10-11 17:05:12,"#TBT to the first episode of #NonprofitRadioMonth 2018 with @TonyMartignetti, @fdncenter's Bradford K. Smith, and @BeHIPGive's @AM_Argilagos! https://t.co/oXo4Q8ofGw"
2018-10-11 15:10:09,Want to start your own #consulting business? @Ceotransitions and Susan Schaefer answer the most common questions asked by new consultants in our 10/25 webinar. Plus earn 1.5 CFRE points! https://t.co/aER6ENmf2y via @GrantSpace #FCLearn https://t.co/pqc4qLfDnp
2018-10-11 14:01:09,#Job Alert! @FCWashington seeks a skilled and passionate professional to lead community-based programming throughout the NE region and serve as relationship manager to our network of affiliates across 6 states. Learn more on our website: https://t.co/NX3MPwII6s #Nonprofits
2018-10-11 12:01:16,Our expert-led curriculum design helps you create the right training for your staff's culture and learning needs. Get started! https://t.co/jNLaus0CY1 via @GrantSpace #FCLearn #Nonprofits https://t.co/wv4dxSvXZZ
2018-10-10 20:00:57,New on https://t.co/y1ydyjbuUk! Explore how youth funders are approaching critical issues facing the world today. https://t.co/6wKxbFGLLD #HowYouthGive #YouthPhil #Philanthropy https://t.co/QQM52HL1Pu
2018-10-10 19:20:08,Psst: we're hiring! Check out all of our opportunities here: https://t.co/lbSyFAviRI https://t.co/RNAbbIBMEV
2018-10-10 17:05:09,New @fdncenter research finds that funding for #nonprofit and #philanthropy infrastructure accounted for less than 1% of total giving by U.S. foundations from 2004 to 2015 | Explore the data here: https://t.co/fW6vaX5VgG @Hewlett_Found https://t.co/TpAVCcnW06
2018-10-10 15:05:10,"We’re spotlighting @lgrino, our Director of Data Discovery, as this week’s #wcw! Laia leads efforts to uncover new datasets that can be prototyped and added to our growing suite of philanthropic services. We're thrilled to have her on the Foundation Center team! #Nonprofits https://t.co/VDAqByaCDp"
2018-10-10 12:20:07,A free press is not free. Learn about #philanthropy’s current investment in the #news media and the gaps that exist with @Glasspockets: https://t.co/BCHoOW7Jdr @ShorensteinCtr @NUjournalism https://t.co/4tyFSYCBwJ
2018-10-10 07:10:06,Our new report with @COF_ finds international grantmaking by U.S. foundations increased 29% over five-year period | Download the report and explore the latest #data on trends here: https://t.co/emgQvhi6us #philanthropy https://t.co/ZBMLuzZxmK
2018-10-09 19:55:05,How can we break down the traditional dichotomy between grantmakers and grantseekers? Our director of stakeholder engagement @jenbo1 shares her thoughts via @Alliancemag: https://t.co/ip5p8hYJ4r https://t.co/0mzeI9zBV0
2018-10-09 18:00:50,"10/11 Workshop at @FCWashington: Join us to learn how to effectively differentiate yourself from others in seeking corporate sponsorship! Joining us will be Lewis Flax, President of Flax Associates! Register today: https://t.co/EtJ5exqq2j #FCLearn #Nonprofits https://t.co/LrL7PhVLLm"
2018-10-09 17:05:09,What are the areas in which community foundation CEOs say they need more support? A new paper from @CFInsights takes a look: https://t.co/L1ZyJRkU9f https://t.co/DOVRZ7QV9A
2018-10-09 15:05:10,#BRIDGE assigns a universal number to organizations around the world to revolutionize information sharing. Learn more at https://t.co/ow5Go2qe15 @GuideStarUSA  @globalgiving https://t.co/t0WuRiGV5A
2018-10-09 12:05:08,"Starting a #nonprofit, or need resources to help your new organization grow and succeed? Find the nonprofit #startup resources -- all organized by state -- that you need on @GrantSpace! Come check out our tool's new and improved format: https://t.co/wIU2L3SjcN https://t.co/sDR5QiA4xU"
2018-10-08 21:45:08,"RT @nonprofitorgs: Of the 6,057 donors surveyed worldwide, 18% have donated directly through Facebook: https://t.co/2zh1KwKPhT  Of those, 88% say they are likely to donate through Facebook again. https://t.co/QarAAbn10z"
2018-10-08 20:37:28,A lot of work went into this; our staff are the best. https://t.co/iFJ35XeCcm
2018-10-08 19:50:04,Our new research finds that funding for #nonprofit and #philanthropy infrastructure accounted for less than 1% of total giving by U.S. foundations from 2004 to 2015 | Explore the data here: https://t.co/fW6vaX5VgG @Hewlett_Found https://t.co/59M6VwtcNF
2018-10-08 17:15:11,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-10-08 15:05:16,Is your #nonprofit's board adhering to federal and state regulations? Find out by joining our @GrantSpace webinar! Know where to look for up-to-date information on board compliance (while getting 1.5 CFRE pts): https://t.co/lh75WRULqw #FCLearn @SC_Partnerships @SupportCenterNY https://t.co/HncIZsVCSy
2018-10-08 14:02:17,Insight from our president Brad Smith on the Kavanaugh vote. https://t.co/SlvF8pl3YX
2018-10-08 12:55:10,Inspiration for your week! #MondayMotivation https://t.co/JtxSQupe0C
2018-10-07 18:55:03,We're tracking institutional giving for #HurricaneFlorence. The giving total is now more than $50 million - learn more here: https://t.co/oYdDkqIl7x @funds4disaster #philanthropy #disasterrelief https://t.co/S3yCeedp08
2018-10-07 14:30:18,Job hunting? Check out the listings on PND's job board! https://t.co/qxVu7QzOIF #nonprofit #foundation #jobs
2018-10-06 19:35:03,The latest @GrantCraft guide features fresh thinking by funders about where power sits in philanthropic practice: https://t.co/ns98pNPw29 #ShiftThePower #DEI https://t.co/TEEefrZd3u
2018-10-05 20:05:09,"""#Volunteers are a powerful resource for all organizations, not just disaster response groups."" -- @CharityNav's Ashley Post explains the importance of activating volunteers to help fulfill your #nonprofit organization's mission: https://t.co/58Q32P1vfN https://t.co/bDLQZ3ANF2"
2018-10-05 19:01:48,Let's continue to promote education this #WorldTeachersDay. Visit @GrantSpace to check out our on-demand learning opportunities: https://t.co/pDb8ICr71h #FCLearn https://t.co/UYQrRTOGy5
2018-10-05 18:33:28,About to start the dialogue with #philanthropic leaders from some of the most influential #foundations in the U.S #fcnd2018 https://t.co/sXg68YtDkT
2018-10-05 17:15:13,Funders around the world are supporting the animals they love! Did you know funders have granted over $2.2B towards the care and protection of #animals? Learn more at https://t.co/n7JcpZN2lG #WorldAnimalDay https://t.co/nvJHn9dvqW
2018-10-05 15:46:57,"Mari Kuraishi, co-founder and president of @GlobalGiving delivers her keynote address to our #FCFIN partners reminding them of the importance of community connections. #NeverSettle #FCND2018 https://t.co/xY3hslpSr7"
2018-10-05 14:49:09,Recognizing some of our #FCFIN partners for their years of service in the network! #fcnd2018 https://t.co/mRsF1XM7vz
2018-10-05 14:34:56,Kicking off our #Friday sessions at #fcnd2018 director of network engagement Kate addresses our #FCFIN partners! https://t.co/50qoW8YCb0
2018-10-05 13:30:33,"Meet Alexis, the Community Outreach Manager of @FCAtlanta! Alexis leads program development &amp; training on prospect research, grantseeking, #fundraising planning, &amp; proposal development. Fun fact: Alexis loves animals &amp; has a dog &amp; two bunnies (including a bunny tattoo)! #FCstaff https://t.co/yTUU4S6S4n"
2018-10-05 00:40:04,[COMING SOON] DYK that U.S. foundations made grants totaling $1.94B to support #nonprofit &amp; philanthropic infrastructure from 2004-2015? Stay tuned for new research about this ecosystem of support for the social sector and civil society! #philanthropy https://t.co/8zUHMdw8Ev
2018-10-04 20:25:06,Looking for information about #nonprofit compensation? Look no further! @GuideStarUSA has just released the 2018 Nonprofit Compensation Report: https://t.co/ZbElyegKpQ https://t.co/rUqXDOiVcy
2018-10-04 19:03:39,Our inaugural #training cohort chats at #FCND2018 to check in on all things outreach and how to improve processes! #FIN https://t.co/x41YDFM3yD
2018-10-04 18:38:43,Our team presenting at #FCND2018 introducing our new FDO certifications and new set of resources available to our network partners! https://t.co/ywAHLmg01j
2018-10-04 17:05:11,"#TBT to our #UnicornsUnite event at @FCSanFrancisco with authors, @jessamynlau and @JaneleuLeu! https://t.co/JonejRI2dz"
2018-10-04 15:15:19,"Register for our upcoming 3-day Proposal Writing Boot Camp at @FCNewYork! Explore the key components of a grant proposal, and develop your own targeted compelling pitches! Learn more about this opportunity on @GrantSpace: https://t.co/i3owRjiEWK #Philanthropy #Nonprofits https://t.co/6TPzU6xzd7"
2018-10-04 13:20:08,First research of its kind on participatory grantmaking from @grantcraft now available! Learn why and how funders are taking this approach: https://t.co/ns98pNPw29 #ShiftThePower https://t.co/GYK3PFb6Eg
2018-10-04 12:05:14,"Our Funding Information Network partners help bring critical funding data and resources to communities around the world, so #nonprofits can succeed! Visit the @GrantSpace blog to learn more about the #FCFIN program: https://t.co/k20ZpMeVUV #ThursdayThoughts https://t.co/qfEzlBpX8p"
2018-10-03 20:10:07,"We're hiring! We're looking for a passionate, energetic, and customer-focused professional to join our Customer Success team to empower #nonprofits to effect meaningful change in the social sector. Learn more here: https://t.co/0p9eWppC12 #jobs"
2018-10-03 17:10:09,"""For funders to share power with their grant partners, they need to acknowledge the sources of their wealth and privilege, use hard data to discern inequitable practices and go beyond rigid funding and communication approaches."" https://t.co/S7oH3oeVQV via @NCRP #PowerMovesEquity"
2018-10-03 15:15:11,"We’re spotlighting Janet Camarena, our Director of Transparency Initiatives, as this week’s #wcw! Janet leads our efforts championing greater foundation transparency, and we are so appreciative to have her on the Foundation Center team! #Nonprofits https://t.co/NJpGXNlJSx"
2018-10-03 13:35:04,Want to bring more inclusion and diversity to your grantmaking? Check out @GrantCraft’s new guide on participatory grantmaking -- a practice that bakes #DEI into its process. https://t.co/ns98pNPw29 #ShiftThePower https://t.co/p4ZGE3oTgF
2018-10-03 12:10:09,"RT @FCCleveland: Come to Canton on 10/23 for the #free Industry Development Day! Register today and get ready to learn how to find grants, write proposals, market affordably, collaborate, and more! https://t.co/9BFMANGRJ4"
2018-10-03 07:20:04,What is #BRIDGE? Learn more at https://t.co/ow5Go2qe15 @fdncenter @GuideStarUSA @globalgiving https://t.co/nMaU4U8LSX
2018-10-02 19:05:11,"[BLOG] ""Too often grantmakers...do not understand the day-to-day realities of people living in communities with unrelenting social, political, racial, and economic inequity—those they seek to impact."" https://t.co/gUADYEfeT4 @GrantCraft @MilwaukeeEval https://t.co/4B3B6yDR4i"
2018-10-02 17:10:10,What are the areas in which community foundation CEOs say they need more support? A new paper from @CFInsights takes a look: https://t.co/L1ZyJRCv0N https://t.co/OQ4bxF4VJP
2018-10-02 15:05:10,#BRIDGE assigns a universal number to organizations around the world to revolutionize information sharing. Learn more at https://t.co/ow5Go2qe15 @fdncenter @GuideStarUSA  @globalgiving https://t.co/AqjNYO6xhu
2018-10-02 12:15:14,"On #WorldHabitatDay, don’t forget that the ocean is home to millions. Dip in and see who is working to protect their home https://t.co/xWcteRtJaw #oceanfunders https://t.co/XuGwuitxrS"
2018-10-01 19:40:08,"What if grantmakers pursued promising hypotheses, instead of measurable outcomes? Check out the @GrantCraft blog by @durfeeLA's Claire Peeps: https://t.co/jDFVIs6vb2 https://t.co/BPn7bzjHip"
2018-10-01 18:20:10,DYK that U.S. foundations made grants totaling $1.94B to support #nonprofit &amp; philanthropic infrastructure from 2004-2015? Tune into this webinar to learn more about @fdncenter's analysis of this ecosystem of support for the social sector: https://t.co/smENPRucK7 @unitedphilforum https://t.co/3TRTxje6QD
2018-10-01 17:15:13,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-10-01 15:05:09,Is your #nonprofit's board adhering to federal and state regulations? Find out by joining our @GrantSpace webinar! Know where to look for up-to-date information on board compliance (while getting 1.5 CFRE pts): https://t.co/lh75WRULqw #FCLearn @SC_Partnerships @SupportCenterNY https://t.co/OSOby1TNNP
2018-10-01 12:55:12,Inspiration for your week! #MondayMotivation https://t.co/8Phv6SnQzS
2018-09-30 20:10:08,"Register for our upcoming 3-day Proposal Writing Boot Camp at @FCAtlanta! Explore the key components of a grant proposal, and develop your own targeted compelling pitches! Learn more about this opportunity on @GrantSpace: https://t.co/QhWzRwgjhm #FCLearn #Nonprofits https://t.co/V3AruAHHbQ"
2018-09-30 14:30:15,Job hunting? Check out the listings on PND's job board! https://t.co/XGkLKjrqpD #nonprofit #foundation #jobs
2018-09-29 21:25:03,Anyone with a smartphone can help to shine a light on long-ignored issues. @macfound’s new participatory #civic #media strategy seeks to share lived experiences on policy and culture. Learn more @Glasspockets: https://t.co/oQkoMcS18Q @jhumke https://t.co/Pt4SAqm57K
2018-09-29 21:15:04,"With your #coffee in hand, it's the perfect time to dive into a new book! Our digital collection is always open, even when your library isn't. Visit our collection of #eBooks to start reading today! https://t.co/nJoTxEx0Ey #NationalCoffeeDay #FCLearn #Nonprofits https://t.co/tFYwg4Kq5W"
2018-09-29 19:40:05,"RT @funds4disaster: Be prepared this #hurricane season by setting up a free, shareable #philanthropy playbook: https://t.co/nKu0mLNPlT #CDPPlaybook #PrepareNow #NatlPrep https://t.co/Ift6m4z0ox"
2018-09-29 14:10:08,"New @grantcraft blog! DYK 19% of people in the US live in rural communities, but only 7% of grantmaking serves this population? Learn more about what it takes to engage in #rural #philanthropy: https://t.co/052FgoonUZ @BetseyPR @allensmart6 @CampbellORPA https://t.co/9lLc4AzemX"
2018-09-28 19:40:04,[BLOG] How can you bolster your organization's corporate gifts? @FCSanFrancisco's Lori Guidry provides strategic #tips to maximize support from companies: https://t.co/VmjErc4f4F #Nonprofits https://t.co/8e6vM9xq8z
2018-09-28 17:30:21,Did you know you can rent meeting space at our downtown New York offices? We'd love to host you! https://t.co/sc7Js2hTGb https://t.co/Bizjna26Dq
2018-09-28 14:30:24,Learn how #BRIDGE connects the social sector with the world. https://t.co/ow5Go2qe15 @fdncenter @GuideStarUSA  @globalgiving #IODC18 https://t.co/0Sn0W5XyJl
2018-09-28 12:25:07,"Meet @Viet_VoPham, our Content Marketing Liaison! Viet leads #socialmedia &amp; email strategy across our Social Sector Outreach teams! Fun fact: Being someone who loves travel, Viet once traveled to 3 countries in Europe, including 7 cities, in the span of two weeks! #FCstaff https://t.co/1nI4sHljbO"
2018-09-27 20:35:08,DYK that U.S. foundations made grants totaling $1.94B to support #nonprofit &amp; philanthropic infrastructure from 2004-2015? Tune into this webinar to learn more about @fdncenter's analysis of this ecosystem of support for the social sector: https://t.co/i8dS27POg5 @unitedphilforum https://t.co/Nd2WcGKjVL
2018-09-27 19:05:11,"""When we make [#DEI] a staffing priority, we ensure that the foundation has a wide range of perspectives &amp; experiences to drawn on."" -- Diane Samuels of @fordfoundation accentuates the importance of advancing representation in #HR practices: https://t.co/JhNeVnyjNa #Philanthropy https://t.co/Wcr1wfFajk"
2018-09-27 17:05:13,"#TBT to some highlights over the past few decades! Photos show Foundation Center's Integrated Information System taken in 1988, aperture cards used by visitors in the 1960s-mid-1990s to conduct research, and visitors between 1995-1996 at our New York Library at 79 Fifth Avenue. https://t.co/XlRJRHKXXN"
2018-09-27 15:10:09,Do you know the best sources for the latest #nonprofit compliance information? Get insider tips during our @GrantSpace 10/11 webinar with @SupportCenterNY @SC_Partnerships! Early-bird price is active until 10/4! https://t.co/lh75WRULqw #FCLearn https://t.co/N23vD6YTmi
2018-09-27 12:55:09,"#ThursdayThoughts from our #DEI webinar with @FundThePeople's @ycdurant, @LEDALakeshore's Latoya Booker, and @cfohz's @eekidd! Catch the full webinar recording on @YouTube: https://t.co/B5cUNmgxIw #FCLearn https://t.co/opsXTSS0fk"
2018-09-26 19:20:08,"We're hiring! We're looking for a Quality Assurance Specialist, a Community Outreach Manager, and more! Interested? Check out all of our opportunities here: https://t.co/lbSyFAviRI https://t.co/JN3FtYa40t"
2018-09-26 17:05:11,Make sure your next #fundraising event is a success with this event checklist courtesy of @timgrable: https://t.co/Jb4dSOtP7U via @Medium #Nonprofits https://t.co/NWC8OFTYGN
2018-09-26 16:01:28,Learn how to craft a compelling #fundraising appeal for your #donors during tomorrow's @GrantSpace webinar! Get steps from the experts @NewYorkBBB and @wisegiving  about protecting your nonprofit’s most vital asset: your reputation. https://t.co/ERNGpPIJbl #FCLearn https://t.co/tE79YKk51f
2018-09-26 15:01:34,"We’re spotlighting @laurenjbradford, our Director of Global Partnerships, as this week’s #wcw! Lauren leads our efforts to build the global knowledge base on philanthropy, and we are so happy to have her on the Foundation Center team! #Nonprofits https://t.co/ushRSNhL8n"
2018-09-26 13:20:06,Looking for information about #nonprofit compensation? Look no further! @GuideStarUSA has just released the 2018 Nonprofit Compensation Report: https://t.co/ZbElyegKpQ https://t.co/mSL1AO8Ch9
2018-09-26 12:05:08,Don't miss out! Sign up for the @GrantSpace #email newsletter to get limited time promotions in the coming weeks! Register at the link: https://t.co/uQeXOOTj33 #Nonprofits https://t.co/fwhEvKJF5P
2018-09-26 07:05:06,"We know opening up isn’t easy. Foundation Center is recognizing foundations who commit to sharing their challenges, successes, and failures through a new #OpenForGood award: https://t.co/QUaj4bIpOJ. Don’t wait - nominate an organization today! https://t.co/zyJn24vjwL"
2018-09-25 20:30:10,Last Chance! Sign up for the 9/27 @GrantSpace webinar to streamline your #fundraising communications! Joining us will be @NewYorkBBB and @wisegiving! https://t.co/ERNGpPIJbl #FCLearn https://t.co/FnAmrbRtRE
2018-09-25 19:05:10,[BLOG] How can you bolster your organization's corporate gifts? @FCSanFrancisco's Lori Guidry provides strategic #tips to maximize support from companies: https://t.co/VmjErc4f4F via @fdncenter #Nonprofits https://t.co/1izj8VtVA0
2018-09-25 17:05:10,Disaster funding represented just 1% of international grants awarded by U.S. foundations over a five-year period. Find out which issue areas received the most funding: https://t.co/emgQvhi6us #philanthropy @COF_ https://t.co/w2YHpHOmcC
2018-09-25 15:40:09,"A new paper from @CFInsights examines community foundation CEO services and needs in the areas of networking, professional development, and much more: https://t.co/L1ZyJRkU9f https://t.co/xP77ivWfEj"
2018-09-25 12:05:09,"Why is it important to have the very people that you want to serve as decision makers and not just as grantmaking advisors? @mutisya, a self-identified “activist-donor” at @UHAIEASHRI answers this question: https://t.co/vAlnmhWWK5 #participatorygrantmaking #ShiftThePower"
2018-09-24 21:10:49,"Are you looking to establish appropriate compensation for your #nonprofit? Benchmark against others in your budget size, location, and more using the new 2018 @GuideStarUSA Compensation Report. https://t.co/L5KWv1ruLV https://t.co/ea2f6ZXjON"
2018-09-24 20:50:05,"RT @BridgespanGroup: What makes for a great #nonprofit leader? There is little consensus, but our framework offers 3 key categories: https://t.co/PEoiP1QhGu #HR https://t.co/jOyxqaXOWB"
2018-09-24 17:15:13,Searching for grants? Check out the latest #RFP list on PND https://t.co/ImT39Ud7Uz #nonprofit
2018-09-24 15:15:10,It's networking time again! Join @FCAtlanta 9/26 from 12:00-2:00 PM ET to explore tools that prevent burnout in the #socialsector. This networking event is also a great opportunity to share happenings in your organization. Register today! https://t.co/DhNHHOkXog #FCLearn https://t.co/NMb6UBJd2u
2018-09-24 12:55:11,Inspiration for your week! #MondayMotivation https://t.co/qx4NrnQhBH
2018-09-23 19:40:04,DYK that U.S. foundations made grants totaling $1.94B to support #nonprofit &amp; philanthropic infrastructure from 2004-2015? Tune into this webinar to learn more about @fdncenter's analysis of this ecosystem of support for the social sector: https://t.co/i8dS27POg5 @unitedphilforum https://t.co/PeIRDFWdZP
2018-09-23 17:45:04,"Do you work in the #arts? Explore best practices, lessons, and challenges in soliciting major/leadership gifts for arts organizations at this free event on October 3 at our @FCNewYork office! https://t.co/tOzHuo9IBx #nonprofits https://t.co/rgjnkRUtT9"
2018-09-23 14:30:19,Job hunting? Check out the listings on PND's job board! https://t.co/J10rEgCXgm #nonprofit #foundation #jobs
2018-09-22 19:45:03,RT @SSIReview: Market-oriented approaches for funding advocacy shortchanges long-term results for short-term ones. Why funders should consider adopting a nonmarket lens: https://t.co/F58IvHWdz9 https://t.co/9JAnSwYjM3
2018-09-22 14:40:05,What are the areas in which community foundation CEOs say they need more support? A new paper from @CFInsights takes a look: https://t.co/L1ZyJRkU9f https://t.co/8jeiUgOSg3
2018-09-21 17:50:10,What's the role of #philanthropy in conflict prevention? 15 takeaways from @fdncenter director of global partnerships @laurenjbradford: https://t.co/DBjJnFyJyP #PeaceDay https://t.co/1zbO7QZob1
2018-09-21 15:30:46,Did you know you can rent meeting space at our downtown New York offices? We'd love to host you! https://t.co/sc7Js2hTGb https://t.co/uZyalio6YB
2018-09-21 14:05:06,DYK that U.S. foundations made grants totaling $1.94B to support #nonprofit &amp; philanthropic infrastructure from 2004-2015? Tune into this webinar to learn more about @fdncenter's analysis of this support ecosystem for the social sector: https://t.co/i8dS27POg5 @unitedphilforum https://t.co/qIWdosXPku
2018-09-21 12:45:14,"Meet Nick, our development assistant at Foundation Center! Fun fact about Nick: he's learning Mandarin and planning a trip to China! #fcstaff #nonprofitlife #deskshot https://t.co/8MoyZfmNaQ"
2018-09-21 09:15:08,"Our Peace and Security Funding Index shows #PeaceSecurity funding by region, issue, population &amp; strategy: https://t.co/3V0VF6Ym5R @fdncenter @PSFundersGroup #PSFIndex #PeaceDay https://t.co/kH0calM5Qd"
2018-09-21 02:19:54,"Do you know a foundation committed to sharing their challenges, successes, and failures in order to strengthen #philanthropy as a sector? Nominate an organization for @fdncenter’s #OpenForGood Award today! Deadline is Sept. 30. https://t.co/QUaj4bIpOJ https://t.co/sywF0Jn3Zs"
2018-09-20 20:01:03,"""No foundation or billionaire can solve the world's most pressing problems alone...the more you're open, the more you're trusted."" Our director of #transparency initiatives, Janet Camarena, spoke with @CNBC about Jeff Bezos's new $2 billion dollar fund: https://t.co/iU9KCuxWnd"
2018-09-20 17:05:11,"Photos from our #library back in the 1980s, showing library cards and visitors diligently at work! #TBT https://t.co/IEH450N1qB"
2018-09-20 15:40:07,"Starting a #nonprofit, or need resources to help your new organization grow and succeed? Find the nonprofit #startup resources -- all organized by state -- that you need on @GrantSpace! Come check out our tool's new and improved format: https://t.co/wIU2L3SjcN https://t.co/FGfwiOjCcM"
2018-09-20 12:10:07,"Register for our upcoming 3-day Proposal Writing Boot Camp at @FCAtlanta! Explore the key components of a grant proposal, and develop your own targeted compelling pitches! Learn more about this opportunity on @GrantSpace: https://t.co/QhWzRwgjhm #Philanthropy #Nonprofits https://t.co/F2HGwPeODC"
2018-09-19 20:20:08,Psst: we're hiring! Check out all of our opportunities here: https://t.co/lbSyFAviRI https://t.co/Y3WnmiTb7R
2018-09-19 17:01:48,"Check out the 2018 Global Trends in Giving Report from @nonprofitorgs! It's based on the survey results of 6,057 donors worldwide and is available in English, español, français, and português: https://t.co/0x2BOzSP5X"
2018-09-19 16:05:12,"We’re spotlighting @mdequadros, our VP for Financial Strategy, as our first #wcw! Monisha leads our financial strategy, and we are so happy to have her on the Foundation Center team! #Nonprofits https://t.co/izwzVarIH8"
2018-09-19 15:01:36,Why should the social sector take time to share knowledge? Find out in our annual report! https://t.co/uvgs6j25bx #openforgood https://t.co/dbF3y6BtOo
2018-09-19 12:40:07,RT @FCNewYork: Check out our glossary of nonprofit and fundraising terms. https://t.co/3BfJ2gbzKG https://t.co/WWYQCxN40l
2018-09-19 07:05:06,4 key takeaways for civil society advocates around the world from Foundation Center &amp; @COF_ research on international giving by U.S. foundations: https://t.co/hwMLDAx4TC  @CIVICUSalliance  @laurenjbradford @ingaingulfsen  #philanthropy #civilsociety https://t.co/UQa6eV9vWW
2018-09-18 19:45:08,How can we break down the traditional dichotomy between grantmakers and grantseekers? @fdncenter director of stakeholder engagement @jenbo1 shares her thoughts via @Alliancemag: https://t.co/l9i6pIUf8W https://t.co/j1hOPlF4a3
2018-09-18 17:05:09,FC Fact of the Week! Find out more at https://t.co/4hCT18EmWP @GlassPockets https://t.co/r25NVISSNN
2018-09-18 15:05:13,DYK we've been tracking international grantmaking by U.S. foundations with @COF_ since 1997? Download the latest analysis and explore trends going back 20 years here: https://t.co/1Cr8eIvXA3 #philanthropy https://t.co/EcSNuDhsi1
2018-09-18 12:40:06,"Calling all #health funders! Are you engaging in cross-sector collaborations? In this @GrantCraft blog, @janemerickson shares how #philanthropy can embrace bold tactics when responding to today's health challenges: https://t.co/GmvGp0DXvT @ReThinkHealth @RippelFNDN https://t.co/3AQpzOhAJc"
2018-09-17 19:15:14,RT @Philanthropy: How Puerto Rico’s Nonprofits Aim to Shape the Island’s Recovery https://t.co/AWklbfVJD0
2018-09-17 18:05:06,"Do you work in the #arts? Explore best practices, lessons, and challenges in soliciting major/leadership gifts for arts organizations at this free event on October 3 at our @FCNewYork office! https://t.co/tOzHuo9IBx #nonprofits https://t.co/eaCKcXj78V"
2018-09-17 17:15:14,Searching for grants? Check out the latest #RFP list on PND https://t.co/zbqDC2ZB1N #nonprofit
2018-09-17 15:45:11,ICYMI: Jeff Bezos Launches $2 Billion Philanthropic Fund https://t.co/9lNcYSZyBN  #philanthropy https://t.co/GY13waKRkm
2018-09-17 12:55:09,Inspiration for your week! #MondayMotivation https://t.co/au8jzyajvs
2018-09-16 19:25:05,[COMING UP THIS WEEK] Do you know how to measure the #impact of your #nonprofit? Innovations Quantified will teach you how to avoid common pitfalls and make a clear path forward to communicate your impact https://t.co/JeG154qdKe https://t.co/TgRyuok8h8
2018-09-16 14:30:18,Job hunting? Check out the listings on PND's job board! https://t.co/lYOol6WW2F #nonprofit #foundation #jobs
2018-09-15 19:40:05,"By 2025, it’s estimated that there will be 250 million tons of plastic in the ocean, which will outweigh all the fish. Who's doing something about it? You can use https://t.co/DPdga4GuRT to find out: https://t.co/9HWwMj283A @GivingCompass  #philanthropy #WorldCleanupDay https://t.co/oXGqVR4J12"
2018-09-15 17:20:03,RT @peakgrantmaking: Ask Dr. Streamline: Setting a Good Example https://t.co/rXBOSZLjz6 #DrStreamline https://t.co/ph2xLPQItT
2018-09-15 15:15:06,There are less than 100 days until the #2018Midterms. How well versed are you around the current state of American #democracy? Learn more: https://t.co/K0ZOWqSL95 @issuelab #DemocracyDay https://t.co/HvIWmcJVXW
2018-09-14 20:20:04,"RT @funds4disaster: Recent reports estimate that #HurricaneMaria killed 2,975 people in #PuertoRico. What is the state of recovery on the island? Join us for our webinar Sept. 20 to find out. Register: https://t.co/stdabVXDiO #CDP4Recovery #HurricaneIrma"
2018-09-14 18:20:04,How can we break down the traditional dichotomy between grantmakers and grantseekers? Our director of stakeholder engagement @jenbo1 shares her thoughts via @Alliancemag: https://t.co/l9i6pIUf8W https://t.co/gdrGREK9IT
2018-09-14 17:20:06,How does a culture of giving back strengthen Foundation Center's work and mission? https://t.co/U0z7xPnDo1 https://t.co/BUUZusz95b
2018-09-14 15:45:05,Today 9/14 at 1pm ET join @TonyMartignetti  #NonprofitRadio for a segment all about getting to know #CommunityFoundations! You can be part of our live studio audience in NYC https://t.co/xN2wALDFqU OR join the livestream https://t.co/JF25KnUMPT #fundraising #DAF
2018-09-14 15:10:07,"What if grantmakers pursued promising hypotheses, instead of measurable outcomes? Check out the @GrantCraft blog by @durfeeLA's Claire Peeps: https://t.co/jDFVIs6vb2 https://t.co/JUregIbbjt"
