created_at,text,year
2018-04-26 14:12:00,Thanks @abila_inc for the mention in your article about how to Successfully Prepare for Your #Nonprofit’s Next Audit https://t.co/3OcGk9t3Xn https://t.co/j26wlXph3m,2018
2018-04-26 13:38:53,New report from @NpVOTE looks at the impact of #nonprofit voter outreach on community turnout https://t.co/RZP26HmTw8 Get involved in nonpartisan voter engagement by learning more at https://t.co/99DNYj4kSM https://t.co/jQ43QOg49z,2018
2018-04-25 20:56:18,Yes! This is why keeping this longstanding protection in place is so vital. #Nonprofits need everyone to be able to come together - and leave party labels at the door - to serve our communities. #JohnsonAmendment https://t.co/HzP1UaF225,2018
2018-04-25 18:38:37,"Our own @buildnpcapacity and @DavidLThompson6 visited with @USTreasury, along with @ASAEcenter and others, earlier today to share #nonprofits' concerns around provisions of the new tax law affecting UBIT and employee fringe benefits. Read our comments: https://t.co/Rv6scm4Nxy https://t.co/mv3gmQpOUU",2018
2018-04-25 17:13:00,"Today's featured #nonprofit job: Executive Director of the National Center for Appropriate Technology @NCAT_ORG in Butte, MT. Learn about this opportunity at https://t.co/TID6ExWJfd and browse hundreds of others at https://t.co/YFekaBhjv0 https://t.co/a3EefAWvqS",2018
2018-04-25 15:05:50,"Data on #nonprofit email, web, social, ads, fundraising, advocacy, and more. The @MRcampaigns Benchmarks Study has the nitty-gritty details and the great big picture. Explore the full findings and download it free: https://t.co/0WBQjmf5mh",2018
2018-04-25 14:36:00,New article from @snydercohn: Four Ways to Enhance Your Board of Directors: Improving Board Governance in #Nonprofits https://t.co/2uvbQ0vCT6,2018
2018-04-24 17:47:41,"Today, @equityinthectr launched the Awake to Woke to Work: Building a Race Equity Culture  The publication showcases 20 months of research into how organizations can move through the Race Equity Cycle. #awakewokework #equity
https://t.co/uJYxSXIBCk https://t.co/cv19H66lwx",2018
2018-04-19 21:11:46,"Two celebrations in one tweet! As #NationalVolunteerWeek2018 continues: @IndSector announces the new value of volunteer time: https://t.co/u5QRSTxXSc. To all who volunteer to lend a hand to others, a #NationalHighFiveDay shout-out to you! https://t.co/o9coKrh5as",2018
2018-04-19 17:05:25,"Today's featured #nonprofit job: Unit Training Director with @seacadets in Arlington, VA
Check out this job at https://t.co/AHO7nWyoFa and hundreds more at https://t.co/YFekaBhjv0 https://t.co/nSo17k8mem",2018
2018-04-19 16:38:52,"Building an inclusive work environment dramatically reduced turnover among our staff of color, says Guimel DeCarvalho of @waysideyouthorg #nonprofittalent https://t.co/8msn9ZloCk",2018
2018-04-19 14:31:41,Great session with equity in the center on creating a race equity culture #nonprofittalent @nonprofit_hr https://t.co/h8Flb2xKzR,2018
2018-04-18 19:27:00,"Today's featured #nonprofit job 💼: Senior Director of Learning and Activation for @StriveTogether in Cincinnati, OH: https://t.co/Ry2xuEHvYf 

Is your nonprofit on a 🔎search for the right candidate? Post your job at https://t.co/eAIxegcQUZ https://t.co/D6sVvRyugy",2018
2018-04-18 18:16:59,"Bravo to @SmartNonprofits for modeling the way in sharing a video of @TaylorPutz and Rebecca Lucero delivering a letter to legislators, urging them to  strengthen charitable giving incentives in Minnesota https://t.co/AQc1e9HEGN That's real #nonprofit advocacy in action! https://t.co/tjHeqYFeFJ",2018
2018-04-16 20:52:58,"Today's featured #nonprofit job is with @FHTheater in Phoenix, AZ. Join their team as Executive Director: https://t.co/G7Za7MfDKn or browse hundreds more jobs at https://t.co/YFekaBhjv0 https://t.co/yUftzlux4n",2018
2018-04-12 14:18:00,"""We need to foster a legislative and funding climate that will strengthen [#nonprofits] and programs for the good of our people and communities."" - @NJ_NonProfits CEO @LindaCzipo https://t.co/57U5BR6cgO https://t.co/Sl5BO9rDyt",2018
2018-04-11 20:38:42,"Right now, multi-state #fundraising registration = multiple states of confusion. But that might be changing. Find out why: https://t.co/1hdRwrESzO @GuideStarUSA https://t.co/Q4Eh4tDA7x",2018
2018-04-11 17:13:10,Some great #nonprofit advocacy in action! https://t.co/eF2M9wwWku,2018
2018-04-11 16:41:00,"#Nonprofits Applaud Steps to Promote Public Trust, But More Action Is Needed - @NatlCouncilNPs statement on #HR5443 https://t.co/fL7eEGgGuZ https://t.co/PQHi5JUiv5",2018
2018-04-11 16:09:00,New guidance from @IRSnews on the new tax law could mean big changes for #nonprofits that provide transportation benefits to their employees. Mike Sorrels of @TateTryon joined our latest podcast to discuss what steps nonprofits should be taking now https://t.co/XBb3cRQurU https://t.co/d7yh5feRFW,2018
2018-04-11 13:56:05,Loving this new podcast from @bigduck on when it's ok for #nonprofits to use jargon https://t.co/sIt6thMmNJ https://t.co/giMcmrqvEF,2018
2018-04-10 19:15:10,Should your #nonprofit be voicing concern on broader social issues like #MeToo? Laurie Wolf of @ForakerGroup shares a process your nonprofit can use to make those decisions - and it should all come back to your nonprofit's mission: https://t.co/0O56Xgn42K https://t.co/yCnutZlA3U,2018
2018-04-10 17:32:53,"For #EqualPayDay, we look back to this article from @buildnpcapacity: The gender pay gap is a sleeper threat to #nonprofit effectiveness and sustainability https://t.co/bLRmI2dyCl We shouldn't need to mind the gap - we need to close the gap! https://t.co/At3Le4I20S",2018
2018-04-10 15:43:00,Interesting new tool developed by @DrexelWestphal and @StanfordPACS to help #nonprofits find each other and collaborate https://t.co/bTGweopcs6 https://t.co/QjFBP5Y2m5,2018
2018-04-10 14:54:11,Thanks @CEPData for publishing this article and to @WRAGPrez for writing the piece in @Philanthropy that inspired it. We all need to do our part in advocating for racial equity. https://t.co/IqPEneHM07,2018
2018-04-06 15:20:01,New interview by @buildnpcapacity with Rick Cole of #FASB details what new changes to accounting standards will mean for #nonprofits https://t.co/qrhcdmNS04 @FAFNorwalk https://t.co/EZIiiUfv3p,2018
2018-04-05 18:14:00,Today's featured #nonprofit #job: Join the team at @artny72 as Director of Operations. Check out this job at https://t.co/OIcdtI7Rod and browse hundreds more at https://t.co/eAIxegcQUZ https://t.co/mfOSXObque,2018
2018-04-05 16:04:00,"Big news for #nonprofits as NASCO, @GuideStarUSA. and @CityBaseInc announce effort to simplify state charitable solicitation registrations. https://t.co/MVY55dPilP #fundraising https://t.co/70pOBmzBf1",2018
2018-04-05 14:42:00,"In her latest column for @journalrecord, Marnie Taylor of @OKCNP shares how #nonprofits show up, making an impact every day in so many ways.  https://t.co/9aBXho4272 To all nonprofits: Thank you for showing up. https://t.co/nkNy65oc74",2018
2018-04-04 18:42:50,New issue of Commonwealth Insights from @MA_NonprofitNet looks at the challenges and opportunities for #nonprofits under the new tax law https://t.co/i1HWSfpEeO https://t.co/Onw9yPQOyp,2018
2018-04-04 15:43:00,"Must Read op-ed from @WRAGPrez Tamara Copeland, President of the Washington Regional Association of Grantmakers: “How Philanthropy Can Work to Give All Black Men an Opportunity to Succeed” https://t.co/r9Ek3tkD4N Thanks to @Philanthropy for making this publicly available https://t.co/5WL3OWSg1T",2018
2018-04-02 18:19:05,Adding @JeanneBellNP is another wonderful hire by @npquarterly! We look forward to seeing what's next. https://t.co/4bqW1A8GLl,2018
2018-04-02 17:32:25,"Today's #Nonprofit Advocacy Matters looks at the upcoming Congressional agenda, #Census 2020, SNAP work requirements, and more. Read today's edition at https://t.co/YKDfjiF5sP https://t.co/WSmivAeglX",2018
2018-04-02 14:46:27,"Wonderful to see so many #nonprofits offering resources for students, parents, and teachers in Oklahoma right now https://t.co/Op5XnW7AVA",2018
2018-04-02 13:48:29,Congratulations to the winners of #StandForYourMission awards! Wonderful examples of #nonprofit advocacy in action. https://t.co/n0OyLdx0KO,2018
2018-03-28 21:21:26,"Today's featured job: Director of Development for United States Tennis Association Pacific Northwest Section @usta in Beaverton, Oregon https://t.co/AnbWTKVhuD Find hundreds more #nonprofit jobs at https://t.co/YFekaBhjv0 https://t.co/QKP4xe2clc",2018
2018-03-28 16:21:35,Wow! Great turnout! Nonprofits in CT - and everywhere else - truly are essential #IAmEssential https://t.co/ZVAlZy3bsx,2018
2018-03-28 15:32:00,.@WholeWhale Thanks for including us - and our member @npccny - on your list of the 8 best #nonprofit financial management training courses and where to find them https://t.co/HMzPhix85O https://t.co/7FE1aIubdt,2018
2018-03-28 14:52:41,Cybersecurity is essential for #nonprofits. Take this quick survey from @threatsketch to help shape new resources for nonprofits. https://t.co/EUL1zRMe44 #nptech https://t.co/nCX5dOWa3M,2018
2018-03-27 18:12:12,"New #nonprofit #job opportunity: CEO of Canine Companions for Independence @ccicanine , based in Santa Rosa, CA. Learn more about this opportunity at https://t.co/3IqDsv7Qdi and browse hundreds more at https://t.co/YFekaBhjv0 https://t.co/JypYwig33a",2018
2018-03-23 16:23:12,".@tgjelten of @NPR covers the big win in the #omnibus spending bill for #nonprofits, houses of worship, and foundations, as efforts to weaken the #JohnsonAmendment fail https://t.co/iL3RZrTMNB",2018
2018-03-23 15:05:57,".@npquarterly and @mlwyland cover the details of the #omnibus spending bill, including preservation of the #JohnsonAmendment https://t.co/kd4qtHP157",2018
2018-03-23 13:23:27,"Thanks for including our article on ""Five Mistakes Your #Nonprofit Doesn’t Want to Make When Investigating Sexual Harassment Allegations"" https://t.co/OiqkH4v2m0 https://t.co/7WEVhcRDTX",2018
2018-03-22 17:55:33,"ICYMI: We break down the provisions in the 2,232 page #omnibus spending bill that affect #nonprofits here: https://t.co/36pIafyNBO https://t.co/2AcnqmIqwc",2018
2018-03-22 14:38:17,Glad you are part of our network and advocating for Kentucky's #nonprofits! https://t.co/UM0AjDSthy,2018
2018-03-22 13:43:05,"Absolutely. This wouldn't have been possible without the thousands of signers on the Community Letter, along with emails, tweets, phone calls, and Capitol Hill visits. The #nonprofit sector stepped up in a big way! https://t.co/6twjFzmOTk",2018
2018-03-22 04:36:02,"What do the provisions of the 2,232 page #omnibus spending bill mean for #nonprofits? Our rundown now available: https://t.co/36pIafyNBO https://t.co/HVQx0S9iv3",2018
2018-03-22 03:06:53,"Thrilled that this provision was stripped out of the bill. A huge victory for #nonprofits, houses of worship, and foundations that advocated to keep this protection in place. Our statement: https://t.co/goE7h1mrvH nonprofits-houses-of #JohnsonAmendment https://t.co/0KBUy0xFpC",2018
2018-03-22 01:20:22,Our statement on the #omnibus spending bill and the exclusion of anti-#JohnsonAmendment language: https://t.co/U8Px70VdVv More analysis to come. Stay tuned! #nonprofits https://t.co/eIpQWDEebr,2018
2018-03-22 00:19:15,"#JohnsonAmendment is safe in final bill text for the #omnibus spending bill! Thank you to every #nonprofit, house of worship, and foundation that has been advocating to save this vital protection! https://t.co/GYldtyW1nv https://t.co/Fo77BABE96",2018
2018-03-21 16:19:09,Expecting text of the #omnibus spending bill within the next few hours. Big issue we are watching is the #JohnsonAmendment. We'll have a rundown of the many provisions that affect #nonprofits shortly after the bill is out. Subscribe at https://t.co/WjhAYZH4Wf for that update https://t.co/pB0cEYyd7Q,2018
2018-03-21 14:29:29,#Nonprofits play a vital role in voter registration and engagement. Check out this new report from @NpVOTE https://t.co/DiStrKe4oG,2018
2018-03-20 20:10:38,Multiple stories still listing #JohnsonAmendment as one of the issues to be decided in omnibus spending bill. The #nonprofit sector has a lot to say about the issue. https://t.co/jEsb5XptFU @sarahnferris @CraigCaplan @NOgnanovich @JenniferShutt @scottwongDC,2018
2018-03-20 17:31:41,Continuing to keep an eye on how the new tax law is affecting #nonprofits. New report covered by @AlexDanielsCOP of @Philanthropy https://t.co/CxI6DWwIpY,2018
2018-03-20 17:16:23,"Just as the DISCLOSE Act is passed in Washington State, Congress is looking at weakening the #JohnsonAmendment. Don't let this happen! @cathymcmorris @WaNonprofits https://t.co/4710if7fKR @SpokesmanReview",2018
2018-03-20 16:05:11,Keep lighting up those phone lines as discussions continue on the #omnibus spending bill. Call your Rep and Senators NOW to ensure no measure repealing or weakening the #JohnsonAmendment makes it into the bill. Let them now what partisan forces would do to your #nonprofit's work https://t.co/QKzjWTU3ic,2018
2018-03-19 17:44:44,Final deals on omnibus spending bill are being cut right now. Call up your Rep and Senators to tell them to leave out any rider that would weaken or repeal the #JohnsonAmendment. #Nonprofits are effective because they focus on #CommunityNotCandidates.  https://t.co/D1cd3kRjOx https://t.co/1LfceoH68n,2018
2018-03-19 16:51:33,"A look at issues #nonprofits are tracking in the #omnibus spending bill, charitable deductions at the state level, donor disclosures, and possible progress on indirect cost funding, all in today's Nonprofit Advocacy Matters https://t.co/VZJ22u4sYY https://t.co/mciYSCAp7E",2018
2018-03-16 17:42:39,"The debate over the #JohnsonAmendment is not one of free speech. #Nonprofit and religious leaders can - and do - speak out on issues.  https://t.co/xsJaq4JTOv More than 5700 #nonprofits, 100 religious denominations, and more than 4,300 religious leaders all support existing law https://t.co/TZjLCP5mK2",2018
2018-03-15 14:01:13,"Reports from @sarahnferris and 
@BresPolitico say that #JohnsonAmendment remains in play https://t.co/TrwxQBvBkI. Let your Rep and Senators know to keep partisan politics away from your #nonprofit's mission https://t.co/Oasrz3dKqc https://t.co/sLY3Luu5pt",2018
2018-03-14 22:15:42,"""Politics From The Pulpit? Just Say No"" says Lisa Maruyama of @HANOHAWAII https://t.co/3BNIWwTr7o #JohnsonAmendment #CommunityNotCandidates https://t.co/PzQv8Obg3H",2018
2018-03-14 21:12:07,"It’s Taxpayers vs. Political Endorsements. Period. That's the message from Tim Delaney in this new @thehill op-ed about the 
#JohnsonAmendment https://t.co/xsJaq4JTOv #CommunityNotCandidates https://t.co/6Cvx3Ig4xD",2018
2018-03-14 18:37:05,Tiffany Gourley Carter shares why sexual harassment has no place in #nonprofit missions or culture https://t.co/tWyqbYL0WR #TimesUp https://t.co/obsstB37u7,2018
2018-03-14 15:24:49,"The #nonprofit, religious, and foundation communities need your voices. Please take just a few minutes today to call your Senators and Representatives and call on them to protect the #JohnsonAmendment - then share this message with others https://t.co/kYIdaHATZF https://t.co/E19ZcKu5cn",2018
2018-03-12 19:15:13,Our own @DavidLThompson6 joins @501c3bs to discuss #nonprofit advocacy and current policy threats https://t.co/edqlXtTXVE,2018
2018-03-09 18:37:00,Grantmakers in California come together in support of maintaining the #JohnsonAmendment https://t.co/NYM95EAUAS @NorCalGrant @SDGrantmakers @Socalgrantmaker https://t.co/0CpKZXi06y,2018
2018-03-09 17:08:10,Some inspiring stories of #nonprofit advocacy in action. Be sure to read them. Congrats to the finalists! https://t.co/eqxGKmxM2c,2018
2018-03-08 18:41:17,"The #nonprofit, religious, and foundation communities need your voices. Please take just a few minutes today to call your Senators and Representatives and call on them to protect the #JohnsonAmendment - then share this message with others https://t.co/kYIdaHATZF https://t.co/cyPoHWyAn0",2018
2018-03-08 15:04:02,It's #InternationalWomensDay so around the world let's all #PressforProgress to accelerate #genderparity on #IWD2018 https://t.co/YDIO3cluRa https://t.co/N1Sc2I14tR,2018
2018-03-06 19:11:10,Thanks for including us! #CU2Chat https://t.co/3FfXm5tZcJ,2018
2018-03-06 18:55:36,A10: Sign the #CommunityLetter in support of the #JohnsonAmendment and keeping partisan politics out of #nonprofits. Go to https://t.co/S58dRF9bjp to sign now. #CU2Chat https://t.co/X65Tlycjx7,2018
2018-03-06 18:54:08,"A10: Pick up the phone! Letters, email, and social media are nice. But, if you’re not able to visit in person, a phone call is most effective. Find a sample script at https://t.co/Ue2gQAwwLd #CU2Chat",2018
2018-03-06 18:49:22,"A9: People can visit https://t.co/S58dRF9bjp to learn more about the #JohnsonAmendment and the current threats, as well as sign onto the Community Letter in Support of Nonpartisanship #CU2Chat https://t.co/NjgSjxHTIY",2018
2018-03-06 18:40:17,A7: Rs and Ds must stand strong in support of charitable #nonprofits and the #JohnsonAmendment and not include any repeal or weakening language in the omnibus spending bill. #CU2Chat https://t.co/AztvcLe3y6,2018
2018-03-06 18:39:11,A7: The leaders failed to include it in #TaxReform but are doubling down on including the #JohnsonAmendment in the spending bill. The everlasting fight between Rs and Ds must never put charitable #nonprofits in the crosshairs. #CU2Chat https://t.co/6Kre7JAcbx,2018
2018-03-06 18:38:28,A7: Some well-funded lobby groups are pushing to weaken the #JohnsonAmendment despite strong opposition to any change in the longstanding protection for #nonprofits from partisan politics. #CU2Chat,2018
2018-03-06 18:35:02,A6: We at @NatlCouncilNPs will stand up for nonpartisanship – as dictated by the #JohnsonAmendment – and stress here that politicians of all stripes use any legislation to push their agenda. So we’ll abstain from taking shots at partisan political leanings #CU2Chat,2018
2018-03-06 18:25:41,"A4: No. Specifically on the #JohnsonAmendment, 5,600 #nonprofits, 4,300 religious leaders, 100 religious denominations, along with law enforcement officials have all come out against any change. Keep the #JohnsonAmendment. Don't change it. https://t.co/4cUagfn04n #CU2Chat https://t.co/JQOVMgJCOh",2018
2018-03-06 18:19:54,"A3: A #JohnsonAmendment poison pill rider would lead to Republican charities vs Democratic charities, rip apart houses of worship, incent donors to dictate partisan endorsements at threat of withholding desperately needed donations #CU2Chat https://t.co/mZFYaxDtNP",2018
2018-03-06 18:17:47,"A3: #JohnsonAmendment repeal would lead to billions of political dollars being funneled through sham churches and pop-up #nonprofits, both upsetting the campaign finance system and ruining the trust people have in charitable organizations #CU2Chat https://t.co/yM53rOFpAl",2018
2018-03-06 18:14:09,"A2: One of the most damaging riders could weaken or repeal the #JohnsonAmendment, which has protected #nonprofits and houses of worship from the partisan demands of candidates and their operatives for more than 60 years #CU2Chat https://t.co/iMm5338lhM",2018
2018-03-06 18:09:25,"A1: The federal budget is not, and should not be treated as, a goody bag for every half-baked poison pill that desperate politicians can dream up. Democracy is at risk when politicians take the “goody bag"" mentality. #CU2Chat",2018
2018-03-06 18:08:51,"A1: The federal budget is the set of spending priorities that the government funds – through governments, charitable #nonprofits, and businesses. It may be a politician’s piggybank of campaign promises. #CU2Chat",2018
2018-03-06 18:02:32,"Thanks, @public_citizen for hosting today’s chat. @NatlCouncilNPs is the nation’s largest network of charitable #nonprofits. #CU2Chat",2018
2018-03-06 17:47:56,"As we get ready for #CU2Chat in just a few minutes, a quick refresher on how we got here on the #JohnsonAmendment https://t.co/hZKByhlonw",2018
2018-03-06 17:12:12,"Loving @HANOHAWAII's new website! Hawai`i #nonprofits, check it out!  https://t.co/6MD0WibGl7 https://t.co/wEMp3yPf1f",2018
2018-03-06 15:35:01,Looking forward to being part of the #CU2Chat this afternoon to talk about the #JohnsonAmendment and how repeal efforts would damage nonprofit and religious institutions. Tune in at 1pm Eastern today! https://t.co/3mZ0INaYnO,2018
2018-03-06 14:46:42,"Thank you @latimes for your editorial, ""Don't weaken the ban on politics in the pulpit."" The #JohnsonAmendment is a vital protection, not just for religious institutions, but for all #nonprofits https://t.co/zldo2pXJQ3",2018
2018-03-05 19:36:34,"Wow! Great turnout!

If you can't join @TogetherSC in-person, follow the #NPSummit18 hashtag for highlights https://t.co/ta5QzIdQYH",2018
2018-03-05 18:56:44,"As omnibus spending bill is negotiated in Congress, the #JohnsonAmendment is again under threat. Learn more about where things stand at https://t.co/LU3yBapbqk and take action at https://t.co/Oasrz3dKqc https://t.co/WSpuJj7TIp",2018
2018-03-01 16:34:17,Our checklist on the new tax law for #nonprofits has been updated with a link to the new @IRSnews withholding calculator. Find the updated checklist at https://t.co/oA8Wk4yf8H and more resources on the new tax law at https://t.co/R2orWan4cp https://t.co/tZaYef1ww9,2018
2018-03-01 12:30:40,"Social workers are leaders, advocates &amp; champions. Promote profession during Social Work Month in March! #SWMonth https://t.co/gqq575ZH3w https://t.co/5Zt5jtmd65",2018
2018-02-28 22:41:11,"This Friday, we'll be joining @Public_Citizen, @americansunited, and others to talk about the #JohnsonAmendment and other harmful policy riders.

Join us at 2pm Eastern on March 2, using hashtag #CU2Chat",2018
2018-02-28 19:12:38,"As #BlackHistoryMonth comes to a close, this new report from @BoardSource shows that diversity efforts still have a long way to go. https://t.co/ENNJRwgu0g",2018
2018-02-27 16:38:52,Thrilled to have had the chance to join @AmandaTylerBJC of @BJContheHill to discuss the harmful effects a repeal of the #JohnsonAmendment would have on #nonprofits and the people we serve. Listen to the podcast at https://t.co/8F4epxTjuU https://t.co/nfY4jBF2tU,2018
2018-02-23 16:45:00,.@KSNatePilling of @KitsapSun examines how #nonprofits struggled alongside their clients during the Recession. A great reminder of how increasing demand for nonprofit services and reductions in their funding can overlap and create great strain. https://t.co/Sapa29Ugx3,2018
2018-02-22 20:41:59,Congratulations! https://t.co/ByHGRk9TWv,2018
2018-02-20 18:03:23,Wow! Congratulations on creating such a great resource for #nonprofits. https://t.co/sH2HG04Hkk,2018
2018-02-16 13:59:52,Thanks for including us! https://t.co/I5tbxeK4Zo,2018
2018-02-14 19:39:09,Have you shown a #nonprofit some love this #ValentinesDay? #npvalentine https://t.co/tAhtj696RZ,2018
2018-02-14 18:05:42,Tune in to this podcast with @CurtKlotz of @PropelNP to learn how the new FASB accounting standards can show your #nonprofit some #FinanceLove this #NPValentine day https://t.co/PazAZMbNhg (More details in our article at https://t.co/FQbkNDJyZa) https://t.co/5LYhNvP8LJ,2018
2018-02-14 16:17:00,"🌹 Roses are red
⚘ Violets are blue
📣 #Nonprofits are powerful advocates
🏛️ And we can lobby, too! 

#npvalentine https://t.co/3f7pIAPR7s",2018
2018-02-12 22:04:52,Curious about what the President's #Budget Proposal means for #nonprofits? We break it down: https://t.co/F9YjMKthpm https://t.co/TtysX1Uqq9,2018
2018-02-09 18:19:25,"What do proposals in California and elsewhere for taxpayers to donate to a state charitable fund in lieu of paying taxes mean for taxpayers, state governments, and #nonprofits?  @ByMeganONeil lays out the arguments. https://t.co/L7LNkthZGX @CalNonprofits @Philanthropy",2018
2018-02-08 21:38:42,#Nonprofit and Philanthropic Leaders Call on Congress ​​​​​​​to Leave the #JohnsonAmendment Alone https://t.co/NnaGIDPayk @Philanthropy @ByMeganONeil @mhrywna @NonProfitTimes @npquarterly #NationalPrayerBreakfast https://t.co/kNvtlglQ61,2018
2018-02-07 22:07:29,Proud to be one of 145 organizations calling on Congress to maintain the #JohnsonAmendment and keep partisan politics away from #nonprofit missions https://t.co/KxIkqVf2sZ We serve #CommunityNotCandidates https://t.co/rmZP5n9YSv,2018
2018-02-07 16:12:00,One of the can't-miss conferences for #nonprofits. The @nonprofit_hr Nonprofit Talent and Culture Summit. Learn more and register at https://t.co/mIRPiOqWSj https://t.co/PbK05cLlWG,2018
2018-02-06 18:27:00,"Looking for a career with #nonprofits? Check out our job board, currently featuring openings from @nwlc @yleanaleaders @COHealthFDN @VoiceofWLA and many more https://t.co/NKqhe44ugh https://t.co/MOMH5x0m0Q",2018
2018-02-06 14:35:56,Take a few minutes to help the #nonprofit community. Join thousands of nonprofit leaders and @nff_news to share our community’s challenges &amp; opportunities via #NFFSurvey. https://t.co/2uVY7awAIo https://t.co/61j4dsKD7Y,2018
2018-02-05 22:20:25,"Bravo to Chris Long for making a difference and contributing to #nonprofit missions he cares about. Oh, and congrats on the #SuperBowlLII victory! https://t.co/SLNhwhrw4a",2018
2018-02-05 19:17:30,The #Nonprofit Research Collaborative is asking about what worked in #fundraising in 2017. Take their survey to share your experiences https://t.co/afjIDEwUWD,2018
2018-02-05 18:24:51,#MandatoryVolunteerism is coming up as an element of some states' new Medicaid eligibility requirements. Find out what #MandatoryVolunteerism is and why it can be harmful to your #nonprofit. https://t.co/461ZXNGrBv https://t.co/TDujQhYzQ6,2018
2018-02-02 14:02:50,Patrick Rooney of the Indiana University Lilly Family School of #Philanthropy answers 4 key questions on what #taxreform will mean for charity  https://t.co/25h8jUc4RO #nonprofit,2018
2018-01-26 20:59:27,Lack of an approved federal budget is having negative effects on people served by #nonprofits https://t.co/Xo3hMrCXub,2018
2018-01-26 17:11:00,Learn how to transform your #nonprofit to attract top talent. Register for the @nonprofit_hr Nonprofit Talent and Culture Summit https://t.co/mIRPiO9ltJ https://t.co/aXvyL6XqU7,2018
2018-01-26 16:05:27,"Big news from @npquarterly: The Nonprofit Quarterly Acquires Tiny Spark Podcast, Hires Amy Costello https://t.co/Td7uBIUC0j",2018
2018-01-25 22:24:39,Thanks @LaNonprofits for the king cake! A wonderful early Mardi Gras celebration. https://t.co/DrcO6FmMWr,2018
2018-01-25 20:16:30,So great to see this trend of NFL fans donating to #nonprofits https://t.co/8ifZ6ETQ5a Hope it continues through #SuperBowlLII https://t.co/LCmqD8mF28,2018
2018-01-25 19:47:20,"It's not too late! If your #nonprofit's board has embraced advocacy as essential for mission, your organization can win $5,000. Apply today for the #StandForYourMission award at https://t.co/0xDKSVsn8Z https://t.co/HstOOR6YoJ",2018
2018-01-24 15:10:00,"Thanks, @GuideStarUSA, for featuring our checklist in your article ""What #Nonprofits Need to Know about the New Tax Law"" https://t.co/8Myc1bbD2w",2018
2018-01-22 19:27:07,What did recent #StateoftheState addresses reveal about issues #nonprofits are likely to face at the state level this year? Read on to find out: https://t.co/9GavQSQD6T https://t.co/3TCcbF6JKS,2018
2018-01-22 18:39:48,"What next, as the #GovernmentShutdown is seemingly coming to an end? We detail the issues still in play for #nonprofits in today's Nonprofit Advocacy Matters. https://t.co/86YphJFdOo",2018
2018-01-22 14:13:36,From @KStewartWTOP: #GovernmentShutdown could leave #nonprofits struggling to help those in need https://t.co/Xru0hg9tAL,2018
2018-01-22 13:24:32,Happy Anniversary! Thank you for all of your great work for Kentucky's #nonprofits. https://t.co/MLYo0VoHQF,2018
2018-01-18 14:05:16,Thank you for sharing the inspiring stories of #nonprofits that went above and beyond in helping their communities! https://t.co/GkIFAwZaba,2018
2018-01-17 16:10:19,Join thousands of #nonprofit leaders and @nff_news to share our community’s challenges &amp; opportunities via #NFFSurvey. https://t.co/2uVY7awAIo,2018
2018-01-16 20:11:01,"Cuts in government funding have real effects on the people served by #nonprofits. A recent study by @DE_Nonprofit found that cuts increased wait times for needed services and forced crisis hotlines to reduce hours, among other harmful effects. https://t.co/pDaUGwj18y https://t.co/clzWJcC2SV",2018
2018-01-16 16:45:22,Kudos to @UtahNonprofits on demonstrating the impact of Utah's #nonprofit community https://t.co/SMoGO3vSei,2018
2018-01-16 15:00:09,"Happy Maine Nonprofit Day! Celebrate Maine nonprofits: effective, essential, empowering! #NonprofitsWorkforME https://t.co/KT59cPHzX2 https://t.co/abinRCxs9S",2018
2018-01-11 23:35:51,Did you miss our webinar earlier on the new tax law's effects on #nonprofits? Worry not! You can now view the recording at https://t.co/3zYvkCcDcH #NowWhatNPs https://t.co/NgLSeGGRtI,2018
2018-01-11 22:25:55,"Thank you, Craig. We really appreciate your ongoing support! https://t.co/1D2JFlUcOy",2018
2018-01-11 15:51:56,Have questions about the new tax law that you'd like to hear answered this afternoon? Send them to us at https://t.co/tAI6kt35qO #NowWhatNPs https://t.co/3jVe4pCYD6,2018
2018-01-11 15:03:00,"Not sure what's next for your #nonprofit as the new #taxreform law takes effect? Join us TODAY at 3pm Eastern for a free webinar ""Now What: How the New Federal Tax Law Impacts Charitable Nonprofits."" https://t.co/kY3zWG1sKc 
 #NowWhatNPs https://t.co/bkPlweKBXT",2018
2018-01-10 16:51:00,Are you wondering what changes your #nonprofit needs to make in light of the new tax law? Join us for a free webinar tomorrow at 3pm Eastern as we help put the puzzle pieces together https://t.co/kY3zWGj48M #NowWhatNPs https://t.co/48ECuqH5qO,2018
2018-01-08 20:15:48,Members of Congress have a long to-do list for the coming days and weeks. What are the big issues they need to tackle and how do they relate to the work of #nonprofits? Find out: https://t.co/Ij7UQOtWmY https://t.co/bW3kbUyBuL,2018
2018-01-08 16:15:49,"From @JEMoreau and @NBCNews ""LGBTQ #nonprofits fear 'disastrous' losses under new tax plan"" https://t.co/O0xptsiq0p",2018
2018-01-08 14:13:10,Excited to be joining our friends at @MA_NonprofitNet this morning https://t.co/bKiNMXIu4A,2018
2018-01-05 21:52:48,"We are grateful for all reporters who are telling the stories of the work of nonprofits. Without you, fewer people would know about the impact #nonprofits are making in their communities. Thanks, Shannon! https://t.co/TUKKrLTVtX",2018
